Id,Name,Link,ConformanceUnits
1012,FilterUnitType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.6.1","PAEFS FilterUnitType Basic;PAEFS FilterUnitType Advanced;PAEFS FilterUnit Component Identification;PAEFS FilterUnit Machine Identification;PAEFS FilterUnit Statemachine;PAEFS Operation FilterUnitType;PAEFS FilterUnit Airflow Setpoint;PAEFS FilterUnit Pressure Setpoint;PAEFS FilterUnit Rotational Speed Setpoint;PAEFS FilterUnitType Events;"
1013,CartridgeFilterType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.13","PAEFS CartridgeFilterType Basic;"
1014,WetSeparatorType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.15","PAEFS WetSeparatorType Basic;PAEFS WetSeparatorType Advanced;PAEFS WetSeparatorType Events;"
1015,HighVoltageUnitType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.17","PAEFS HighVoltageUnitType Basic;PAEFS HighVoltageUnitType Advanced;PAEFS HighVoltageUnitType Events;"
1016,CleaningUnitValveType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.21","PAEFS CleaningUnitValveType Basic;PAEFS CleaningUnitValveType Advanced;PAEFS CleaningUnitValveType Events;"
1017,TemperatureRegulatorType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.9","PAEFS TemperatureRegulatorType Basic;PAEFS TemperatureRegulatorType Advanced;PAEFS TemperatureRegulatorType Events;PAEFS Additional Statemachines;"
1018,ElectrostaticPrecipitatorType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.16","PAEFS ElectrostaticPrecipitatorType Basic;PAEFS ElectrostaticPrecipitatorType Advanced;PAEFS ElectrostaticPrecipitatorType Events;"
1019,IonizerType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.18","PAEFS IonizerType Basic;"
1020,CollectorType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.19","PAEFS CollectorType Basic;"
1021,AutomaticRollFilterType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.14","PAEFS AutomaticRollFilterType Basic;PAEFS AutomaticRollFilterType Advanced;PAEFS AutomaticRollFilterType Events;"
1022,FilterMachineIdentificationType,"",""
1023,MaintenanceRequestedConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.1",""
1024,ContainerOpenConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.11",""
1025,MalfunctionAlarmType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.3",""
1026,EndOfFilterRollAlarmType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.9",""
1027,WashingAgentInflowOpenConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.5",""
1028,WashingAgentDrainOpenConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.7",""
1029,WashingAgentInflowMalfunctionAlarmType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.6",""
1030,WashingAgentDrainMalfunctionAlarmType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.8",""
1031,HighVoltageUnitSupplyActiveEventType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.10",""
1032,CompressedAirSupplyInterruptedAlarmType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.12",""
1033,FilterAidDeviceStatusChangedConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.13",""
1034,SensorSetpointReadType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.2","PAEFS SensorSetpointReadType Basic;PAEFS SensorSetpointReadType Advanced;"
1035,SensorSetpointWriteType,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.3","PAEFS SensorSetpointWriteType Basic;PAEFS SensorSetpointWriteType Advanced;"
1036,CleaningUnitActiveConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.14",""
1037,CleaningRecommendedConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.15",""
1038,DischargeContainerInstalledConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.4",""
1039,MaintenanceSwitchConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.2",""
1040,AirConnectionStatusChangedConditionType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.16",""
1041,SafetySystemTriggeredAlarmType,"https://reference.opcfoundation.org/PAEFS/v100/docs/8.17",""
3002,AnalogDigitalEnum,"https://reference.opcfoundation.org/PAEFS/v100/docs/9.1",""
3003,ControlModeEnum,"https://reference.opcfoundation.org/PAEFS/v100/docs/9.2",""
3005,AirConnectionOpenEnum,"https://reference.opcfoundation.org/PAEFS/v100/docs/9.3",""
3006,FilterAidDeviceStatusEnum,"https://reference.opcfoundation.org/PAEFS/v100/docs/9.4",""
4002,Uses,"https://reference.opcfoundation.org/PAEFS/v100/docs/10.1",""
5032,http://opcfoundation.org/UA/PAEFS/,"https://reference.opcfoundation.org/PAEFS/v100/docs/12.1",""
7001,OperationOn,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.6.5","PAEFS Operation FilterUnitType;"
7002,OperationOff,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.6.6","PAEFS Operation FilterUnitType;"
7003,SetAndActivateAirflowSetpoint,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.6.2","PAEFS FilterUnit Airflow Setpoint;"
7004,OperationOn,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.5.2","PAEFS Operation FilterSystemType;"
7005,OperationOff,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.5.3","PAEFS Operation FilterSystemType;"
7006,ResetFillingLevel,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.11.3","PAEFS FilterAidDeviceType Methods;"
7007,RequestCleaning,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.20.2","PAEFS CleaningUnitType Methods;"
7008,Open,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.7.2","PAEFS AirConnectionType Methods;"
7009,Close,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.7.3","PAEFS AirConnectionType Methods;"
7042,TriggerDosing,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.11.2","PAEFS FilterAidDeviceType Methods;"
7071,SetAndActivatePressureSetpoint,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.6.3","PAEFS FilterUnit Pressure Setpoint;"
7072,SetAndActivateRotationalSpeedSetpoint,"https://reference.opcfoundation.org/PAEFS/v100/docs/7.6.4","PAEFS FilterUnit Rotational Speed Setpoint;"
