Id,Name,Link,ConformanceUnits
292,EstablishConnections,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.2.4/#6.2.4.2","UAFX AutomationComponent Base;"
293,CloseConnections,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.2.5/#6.2.5.1","UAFX AutomationComponent Base;"
301,Verify,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.3","UAFX IFunctionalEntity Verify;"
1000,InputsFolderType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.4","UAFX FunctionalEntity Base;"
1001,AutomationComponentCapabilitiesType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.2.6","UAFX AutomationComponent Base;"
1002,ConnectionEndpointType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.6.2","UAFX ConnectionEndpoint Base;"
1003,PublisherCapabilitiesType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.2.7","UAFX AutomationComponent Base;UAFX FunctionalEntity Base;"
1004,SubscriberCapabilitiesType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.2.8","UAFX AutomationComponent Base;UAFX FunctionalEntity Base;"
1005,PubSubConnectionEndpointType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.6.3","UAFX ConnectionEndpoint PubSub;"
1008,FunctionalEntityCapabilitiesType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.7","UAFX FunctionalEntity Base;"
1010,ControlGroupsFolderType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.9","UAFX FunctionalEntity Base;"
1011,ControlItemFolderType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.5.6","UAFX IFunctionalEntity ControlGroups;"
1019,OutputsFolderType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.5","UAFX FunctionalEntity Base;"
1024,FxCommandMask,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.21","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1027,AcDescriptorType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.2.3","UAFX AutomationComponent Descriptor;"
1028,NodeIdValuePair,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.28","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1029,AssetVerificationModeEnum,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.4","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1030,AuditUaFxEventType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/8.3","UAFX Auditing Connection Cleanup;"
1031,PubSubCommunicationLinkConfigurationDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.13.3","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1033,CommunicationConfigurationResultDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.11.1","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1034,NodeIdArray,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.27","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1037,AssetVerificationResultEnum,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.7","UAFX ConnectionManager Base;UAFX AutomationComponent Base;"
1038,AssetVerificationResultDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.6","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1039,PubSubCommunicationConfigurationResultDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.11.3","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1040,AuditConnectionCleanupEventType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/8.2","UAFX Auditing Connection Cleanup;"
1041,ConfigurationDataFolderType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.6/#6.4.6.2","UAFX FunctionalEntity Base;"
1044,ConnectionEndpointConfigurationDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.14","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1045,PubSubCommunicationConfigurationDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.10.3","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1046,CommunicationConfigurationDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.10.1","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1048,AssetVerificationDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.5","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
1056,HasInputGroup,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/11.12","UAFX FunctionalEntity Base;"
1058,HasOutputGroup,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/11.13","UAFX FunctionalEntity Base;"
1493,ReleaseControl,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.5.4","UAFX IFunctionalEntity ControlGroups;"
1502,VerifyAsset,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.3.3","UAFX IAssetRevision VerifyAsset Base;"
2001,AggregatedHealthType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/9.1.2","UAFX AutomationComponent Base;"
3001,ClampKindEnum,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.8","UAFX AssetConnector Clamp Base;"
3002,SocketKindEnum,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.43","UAFX AssetConnector Socket Base;"
3002,FunctionalEntityVerificationResultEnum,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.20","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3003,AggregatedHealthDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.1","UAFX AutomationComponent Base;"
3003,RelatedEndpointDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.38","UAFX ConnectionEndpoint Base;UAFX ConnectionManager Base;"
3004,CommHealthOptionSet,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.9","UAFX FunctionalEntity Base;"
3005,DeviceHealthOptionSet,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.19","UAFX AutomationComponent Base;"
3006,FxTimeUnitsEnum,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.24","UAFX AutomationComponent Base;"
3006,PubSubConnectionEndpointParameterDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.18.3","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3007,ConnectionEndpointStatusEnum,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.17","UAFX AutomationComponent Base;"
3007,CommunicationLinkConfigurationDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.13.1","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3008,IntervalRange,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.26","UAFX AutomationComponent Base;UAFX FunctionalEntity Base;"
3008,ConnectionEndpointConfigurationResultDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.15","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3009,ConnectionEndpointParameterDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.18.1","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3010,OperationalHealthOptionSet,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.30","UAFX AutomationComponent Base;"
3011,PublisherQosDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.36","UAFX AutomationComponent Base;UAFX FunctionalEntity Base;"
3011,ConnectionEndpointDefinitionDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.16","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3012,SubscriberQosDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.44","UAFX AutomationComponent Base;UAFX FunctionalEntity Base;"
3013,ApplicationId,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.2","UAFX FunctionalEntity Base;"
3017,ReserveCommunicationIdsDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.39.1","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3018,PubSubReserveCommunicationIdsDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.39.3","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3019,ReserveCommunicationIdsResultDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.40.1","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
3020,PubSubReserveCommunicationIdsResultDataType,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/10.40.3","UAFX AutomationComponent Base;UAFX ConnectionManager Base;"
4002,HasCapability,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/11.6","UAFX AutomationComponent Base;"
4004,IsPartOfRedundantAssetSet,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/11.17","UAFX Asset Base;"
5001,http://opcfoundation.org/UA/FX/AC/,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/14.1",""
7011,ReassignControl,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.5.5","UAFX IFunctionalEntity ControlGroups;"
7024,SetStoredVariables,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.6/#6.4.6.3","UAFX ConfigurationDataFolder VariableStorage;"
7025,ClearStoredVariables,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.6/#6.4.6.4","UAFX ConfigurationDataFolder VariableStorage;"
7026,ListStoredVariables,"https://reference.opcfoundation.org/UAFX/Part81/v100/docs/6.4.6/#6.4.6.5","UAFX ConfigurationDataFolder VariableStorage;"
