Id,Name,Link,ConformanceUnits
1029,AnalogControlFunctionWithRelativeTargetValueType,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.7/#7.6.7.1","LADS AnalogControlFunctionWithRelativeTargetValueType;"
1030,PidControllerParameterType,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.4","LADS PidControllerParameterType;"
1031,TwoStateDiscreteSensorFunctionType,"https://reference.opcfoundation.org/LADS/v100/docs/7.5.7","LADS TwoStateDiscreteSensorFunctionType;"
1033,SupportedPropertiesSetType,"https://reference.opcfoundation.org/LADS/v100/docs/7.3.2","LADS SupportedPropertiesSetType;"
1034,LADSOperationCountersType,"",""
1035,SupportedPropertyType,"https://reference.opcfoundation.org/LADS/v100/docs/7.2.6","LADS SupportedPropertyType;"
1036,RunningStateMachineType,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.6/#7.1.6.1","LADS RunningStateMachineType;"
1037,MultiStateDiscreteSensorFunctionType,"https://reference.opcfoundation.org/LADS/v100/docs/7.5.8","LADS MultiStateDiscreteSensorFunctionType;"
1038,FunctionalStateMachineType,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.5/#7.1.5.1","LADS FunctionalStateMachineType;"
1039,LADSDeviceStateMachineType,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.2/#7.1.2.1","LADS LADSDeviceStateMachineType;"
1040,ActiveProgramType,"https://reference.opcfoundation.org/LADS/v100/docs/7.2.4","LADS ActiveProgramType;"
1041,VariableSetType,"https://reference.opcfoundation.org/LADS/v100/docs/7.3.9","LADS VariableSetType;"
1042,TwoStateDiscreteControlFunctionType,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.13","LADS TwoStateDiscreteControlFunctionType;"
1043,FunctionalUnitStateMachineType,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.7/#7.1.7.1","LADS FunctionalUnitStateMachineType;"
1044,ControlFunctionStateMachineType,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.2/#7.6.2.1","LADS ControlFunctionStateMachineType;"
1045,MultiStateDiscreteControlFunctionType,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.12","LADS MultiStateDiscreteControlFunctionType;"
1046,AnalogSensorFunctionType,"https://reference.opcfoundation.org/LADS/v100/docs/7.5.2","LADS AnalogSensorFunctionType;"
1047,MultiModeAnalogControlFunctionType,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.9","LADS MultiModeAnalogControlFunctionType;"
1048,ControllerParameterType,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.10","LADS ControllerParameterType;"
1049,ControllerParameterSetType,"",""
1050,LADSOperationModeStateMachineType,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.9","LADS LADSOperationModeStatemachineType;"
1051,MultiSensorFunctionType,"https://reference.opcfoundation.org/LADS/v100/docs/7.5.9","LADS MultiSensorFunctionType;"
1052,AnalogControlFunctionWithComposedTargetValueType,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.6","LADS AnalogControlFunctionWithComposedTargetValueType;"
3000,MaintenanceTaskResultEnum,"https://reference.opcfoundation.org/LADS/v100/docs/8.3","LADS MaintenanceTaskResultEnum;"
3002,SampleInfoType,"https://reference.opcfoundation.org/LADS/v100/docs/8.2","LADS SampleInfoType;"
3003,KeyValueType,"https://reference.opcfoundation.org/LADS/v100/docs/8.1","LADS KeyValueType;"
5026,http://opcfoundation.org/UA/LADS/,"https://reference.opcfoundation.org/LADS/v100/docs/10.1",""
7000,Reset,"https://reference.opcfoundation.org/LADS/v100/docs/7.7.2/#7.7.2.5",""
7001,StopTask,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.10/#7.1.10.4",""
7002,ResetTotalizer,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.8/#7.6.8.2",""
7004,Start,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.7/#7.1.7.2",""
7009,StartWithTargetValue,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.13/#7.6.13.1",""
7010,StartProgram,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.7/#7.1.7.3",""
7011,Open,"https://reference.opcfoundation.org/LADS/v100/docs/7.7.2/#7.7.2.4",""
7012,Close,"https://reference.opcfoundation.org/LADS/v100/docs/7.7.2/#7.7.2.2",""
7013,Lock,"https://reference.opcfoundation.org/LADS/v100/docs/7.7.2/#7.7.2.3",""
7014,Unlock,"https://reference.opcfoundation.org/LADS/v100/docs/7.7.2/#7.7.2.6",""
7019,Clear,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.5/#7.1.5.3",""
7020,GotoProcessing,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.9/#7.1.9.1",""
7021,GotoOperate,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.2/#7.1.2.2",""
7022,ModifyTargetValueBy,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.7/#7.6.7.2",""
7024,Stop,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.5/#7.1.5.4",""
7025,Abort,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.5/#7.1.5.2",""
7027,StartWithTargetValue,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.13/#7.6.13.1",""
7028,Stop,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.5/#7.1.5.4",""
7029,Reset,"https://reference.opcfoundation.org/LADS/v100/docs/7.7.2/#7.7.2.5",""
7031,GotoShutdown,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.2/#7.1.2.3",""
7032,GotoSleep,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.2/#7.1.2.4",""
7035,Start,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.2/#7.6.2.2",""
7046,StartProgram,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.7/#7.1.7.3",""
7050,StartWithTargetValue,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.13/#7.6.13.1",""
7051,Download,"https://reference.opcfoundation.org/LADS/v100/docs/7.2.1/#7.2.1.2",""
7052,Remove,"https://reference.opcfoundation.org/LADS/v100/docs/7.2.1/#7.2.1.3",""
7053,Upload,"https://reference.opcfoundation.org/LADS/v100/docs/7.2.1/#7.2.1.4",""
7054,StartWithTargetValue,"https://reference.opcfoundation.org/LADS/v100/docs/7.6.13/#7.6.13.1",""
7055,GotoMaintenance,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.9/#7.1.9.1",""
7056,GotoSetup,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.9/#7.1.9.1",""
7061,StartTask,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.10/#7.1.10.3",""
7069,Reset,"https://reference.opcfoundation.org/LADS/v100/docs/7.7.2/#7.7.2.5",""
7070,ToComplete,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.6/#7.1.6.5",""
7072,Unhold,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.6/#7.1.6.6",""
7073,Suspend,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.6/#7.1.6.4",""
7074,Hold,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.6/#7.1.6.2",""
7075,Unsuspend,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.6/#7.1.6.7",""
7078,Abort,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.5/#7.1.5.2",""
7079,Clear,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.5/#7.1.5.3",""
7112,Stop,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.5/#7.1.5.4",""
7124,GotoOperate,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.2/#7.1.2.2",""
7125,GotoShutdown,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.2/#7.1.2.3",""
7126,GotoSleep,"https://reference.opcfoundation.org/LADS/v100/docs/7.1.2/#7.1.2.4",""
