Id,Name,Link,ConformanceUnits
1076,PhSignalType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.27","PA-DIM PhSignalType;PA-DIM PhSignalType SensorNextCalibration;PA-DIM PhSignalType SensingElementImpedance;PA-DIM PhSignalType SensorReferenceImpedance;PA-DIM PhSignalType SensorCleaningsCounter;PA-DIM PhSignalType SensorSterilisationsCounter;PA-DIM IPhCalibration SensorT90;"
1077,ThermalConductivitySignalType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.24","PA-DIM ThermalConductivitySignalType;"
1078,TocSignalType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.22","PA-DIM TocSignalType;PA-DIM TocSignalType ChopperFrequencyDeviation;PA-DIM TocSignalType RelativeReagentLevel;PA-DIM TocSignalType AbsoluteSampleGasPressure;PA-DIM TocSignalType SampleGasVolumeFlow;"
1079,TunableDiodeLaserSignalType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.25","PA-DIM TunableDiodeLaserSignalType;PA-DIM TunableDiodeLaserSignalType SignalFitQuality;PA-DIM TunableDiodeLaserSignalType SignalNoiseRatio;PA-DIM TunableDiodeLaserSignalType TransmissionRatio;PA-DIM TunableDiodeLaserSignalType LaserTemperature;PA-DIM TunableDiodeLaserSignalType AbsoluteSampleGasPressure;"
1081,ZirconiumDioxideSignalType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.26","PA-DIM ZirconiumDioxideSignalType;PA-DIM ZirconiumDioxideSignalType RelativeHeatOutput;PA-DIM ZirconiumDioxideSignalType SampleGasVolumeFlow;"
1082,ProcessAnalyserType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.3","PA-DIM ProcessAnalyserType;"
1083,AmperometricAnalyserType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.13","PA-DIM AmperometricAnalyserType;"
1084,ConductivityMeterType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.12","PA-DIM ConductivityMeterType;"
1085,FlameIonisationDetectorType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.6","PA-DIM FlameIonisationDetectorType;PA-DIM FlameIonisationDetectorType CatalystTemperature;PA-DIM FlameIonisationDetectorType FuelGasPressure;PA-DIM FlameIonisationDetectorType CombustionAirPressure;PA-DIM FlameIonisationDetectorType BlockTemperature;"
1086,NonDispersiveInfraredGasAnalyserType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.4","PA-DIM NonDispersiveInfraredGasAnalyserType;"
1087,OpticalFluorescenseQuenchingSensorType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.14","PA-DIM OpticalFluorescenseQuenchingSensorType;"
1088,ParamagneticGasAnalyserType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.7","PA-DIM ParamagneticGasAnalyserType;"
1089,PhMeterType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.11","PA-DIM PhMeterType;"
1090,ThermalConductivityGasAnalyserType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.8","PA-DIM ThermalConductivityGasAnalyserType;"
1091,TocAnalyserType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.5","PA-DIM TocAnalyserType;PA-DIM TocAnalyserType CarrierGasGaugePressure;PA-DIM TocAnalyserType SampleWaterVolumeFlow;PA-DIM TocAnalyserType ActualInjectedVolume;"
1092,TunableDiodeLaserSpectrometerType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.9","PA-DIM TunableDiodeLaserSpectrometerType;"
1093,ZirconiumDioxideAnalyserType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.10","PA-DIM ZirconiumDioxideAnalyserType;"
1109,ZeroPointAdjustment,"https://reference.opcfoundation.org/PADIM/v100/docs/9.2",""
1111,AnalogSignalVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.2.2","PA-DIM AnalogSignalVariableType;PA-DIM AnalogSignalVariable Simulation;PA-DIM AnalogSignalVariable Damping;"
1116,AutoAdjustPositioner,"https://reference.opcfoundation.org/PADIM/v100/docs/9.3",""
1120,TemperatureMeasurementVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.3","PA-DIM TemperatureMeasurementVariable;PA-DIM TemperatureMeasurementVariable SensorClass;PA-DIM TemperatureMeasurementVariable Connection;PA-DIM TemperatureMeasurementVariable Reference;"
1121,PressureMeasurementVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.5","PA-DIM PressureMeasurementVariable;"
1122,FlowMeasurementVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.4","PA-DIM FlowMeasurementVariable;PA-DIM FlowMeasurementVariable FlowDirection;"
1123,LevelMeasurementVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.6","PA-DIM LevelMeasurementVariable;"
1124,ActualDensityVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.10","PA-DIM ActualDensityVariable;"
1125,ControlVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.11","PA-DIM ControlVariable;"
1126,TotalizerVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.12","PA-DIM TotalizerVariable;"
1127,AnalyticalMeasurementVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.13","PA-DIM AnalyticalMeasurementVariable;"
1133,MassFlowRateVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.7","PA-DIM MassFlowRateVariable;"
1134,ActualVolumeFlowRateVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.8","PA-DIM ActualVolumeFlowRateVariable;"
1135,NormalizedVolumeFlowRateVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.9","PA-DIM NormalizedVolumeFlowRateVariable;"
1141,TwoStateDiscreteSignalVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.15","PA-DIM TwoStateDiscreteVariable;PA-DIM TwoStateDiscreteVariable Simulation;"
1142,MultiStateDiscreteSignalVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.16","PA-DIM MultiStateDiscreteVariable;PA-DIM MultiStateDiscreteVariable Simulation;"
1143,DiscreteSignalVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.17.2","PA-DIM DiscreteVariable;PA-DIM DiscreteVariable Simulation;"
1156,ResetModeEnum,"https://reference.opcfoundation.org/PADIM/v100/docs/10.1","PA-DIM IAdmin FactoryReset;"
1158,ExecutionModeEnum,"https://reference.opcfoundation.org/PADIM/v100/docs/10.2","PA-DIM AutoAdjustPositioner method;"
1215,TwoStateDiscreteControlVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.18","PA-DIM TwoStateDiscreteControlVariable;PA-DIM TwoStateDiscreteControlVariable FaultState;"
1219,MultiStateDiscreteControlVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.19","PA-DIM MultiStateDiscreteControlVariable;PA-DIM MultiStateDiscreteControlVariable OperatingDirection;PA-DIM MultiStateDiscreteControlVariable FaultState;"
1223,TwoStateDiscreteControlSignalType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.36","PA-DIM TwoStateDiscreteControl Signal;"
1239,MultiStateDiscreteControlSignalType,"https://reference.opcfoundation.org/PADIM/v100/docs/7.37","PA-DIM MultiStateDiscreteControl Signal;"
1274,PatMeasurementVariableType,"https://reference.opcfoundation.org/PADIM/v100/docs/8.14","PA-DIM PatMeasurementVariableType;PA-DIM PatMeasurementVariableType PatMatrixDescription;"
1275,ChemicalSubstanceDataType,"https://reference.opcfoundation.org/PADIM/v100/docs/10.4","PA-DIM PatMeasurementVariableType;PA-DIM PatMeasurementVariableType PatMatrixDescription;"
1276,PatDictionaryEnum,"https://reference.opcfoundation.org/PADIM/v100/docs/10.3","PA-DIM PatMeasurementVariableType;PA-DIM PatMeasurementVariableType PatMatrixDescription;"
